order_item_id,order_id,product_id,quantity,unit_price
1124,268,60,1,373.11
1125,481,74,1,361.13
1126,572,8,3,23.77
1127,151,55,5,561.97
1128,391,72,2,484.19
1129,114,73,3,56.42
1130,70,15,5,935.64
1131,212,34,4,943.72
1132,532,30,1,115.49
1133,414,77,3,482.39
1134,294,40,1,1310.48
1135,170,69,2,877.43
1136,85,88,2,623.84
1137,163,96,4,703.0
1138,92,23,1,320.34
1139,113,109,2,1219.7
1140,413,20,2,1371.87
1141,80,3,2,1366.89
1142,29,6,4,343.66
1143,326,25,2,473.0
1144,172,105,2,249.33
1145,273,25,3,467.73
1146,84,84,4,505.88
1147,126,51,1,953.33
1148,265,5,5,292.57
1149,415,54,5,1379.9
1150,249,4,4,163.62
1151,326,58,3,20.25
1152,314,68,4,1283.87
1153,162,63,3,1058.62
1154,168,34,2,539.49
1155,256,92,2,897.29
1156,20,72,1,343.08
1157,412,31,5,260.9
1158,369,53,2,712.01
1159,184,14,2,536.25
1160,225,111,5,926.69
1161,198,91,3,335.04
1162,391,35,4,997.76
1163,456,81,2,1152.62
1164,66,82,2,258.29
1165,248,74,4,75.35
1166,9,7,3,664.99
1167,272,106,1,1163.3
1168,149,115,5,979.66
1169,202,117,3,1055.8
1170,274,118,4,610.23
1171,195,112,2,360.07
1172,237,89,3,802.35
1173,459,7,4,314.5
1174,487,56,5,1092.08
1175,4,30,2,303.48
1176,227,27,4,443.98
1177,509,100,5,764.75
1178,319,98,4,735.2
1179,124,63,1,905.27
1180,357,89,1,661.79
1181,87,16,2,1380.02
1182,14,27,1,1261.5
1183,380,104,4,1319.88
1184,310,55,5,947.98
1185,454,66,3,956.16
1186,207,56,3,917.71
1187,513,25,4,657.98
1188,253,100,3,489.94
1189,443,91,3,892.08
1190,61,83,3,48.04
1191,59,43,2,21.11
1192,470,78,1,1278.95
1193,501,115,3,79.17
1194,566,78,5,791.94
1195,195,60,1,926.33
1196,14,33,2,305.28
1197,588,63,2,1344.64
1198,361,45,5,293.24
1199,149,74,3,1327.93
1200,459,6,3,1146.86
1201,543,23,4,368.71
1202,171,95,2,234.61
1203,462,46,4,481.19
1204,473,52,1,602.95
1205,302,66,1,376.22
1206,380,53,5,1498.35
1207,162,92,4,352.18
1208,558,30,1,1247.65
1209,590,92,3,247.09
1210,589,26,1,1470.56
1211,443,45,4,346.03
1212,26,71,4,638.32
1213,220,107,2,842.26
1214,267,28,2,189.23
1215,576,71,2,1227.06
1216,329,8,2,419.28
1217,322,10,2,828.41
1218,89,93,2,828.95
1219,477,87,3,907.93
1220,202,46,5,92.67
1221,56,75,4,261.24
1222,593,46,2,250.18
1223,115,34,5,460.06
1224,10,52,2,225.92
1225,47,38,5,1383.66
1226,272,98,2,774.3
1227,62,50,3,939.13
1228,506,39,2,542.66
1229,308,65,4,421.61
1230,195,91,2,759.73
1231,2,33,5,448.54
1232,288,113,1,522.03
1233,91,56,3,684.6
1234,587,80,1,763.54
1235,175,115,5,1476.63
1236,285,52,3,342.75
1237,12,24,4,737.08
1238,79,90,5,232.77
1239,125,1,3,531.5
1240,32,55,1,1078.79
1241,436,118,2,269.95
1242,568,50,2,876.21
1243,592,83,5,630.88
1244,160,64,5,86.85
1245,474,26,3,1400.28
1246,303,39,5,626.27
1247,28,63,2,1178.05
1248,55,13,4,630.31
1249,329,50,2,1406.67
1250,255,50,2,442.8
1251,6,101,2,624.22
1252,559,15,3,1140.71
1253,439,102,2,522.06
1254,302,50,2,552.89
1255,593,79,2,1492.29
1256,583,67,1,837.87
1257,585,36,5,1037.18
1258,156,112,2,968.76
1259,529,27,1,1243.61
1260,303,5,3,1294.12
1261,436,91,5,849.25
1262,516,75,2,448.89
1263,98,107,5,43.97
1264,269,55,4,925.46
1265,78,3,4,1239.95
1266,168,3,2,681.3
1267,249,52,1,255.41
1268,514,30,2,439.24
1269,518,111,5,769.88
1270,234,15,4,1256.66
1271,198,106,4,265.91
1272,319,27,5,922.1
1273,548,15,2,1132.52
1274,586,33,2,1404.71
1275,137,18,5,183.89
1276,112,49,3,1390.32
1277,425,40,2,906.19
1278,181,64,2,1152.39
1279,120,65,5,90.12
1280,19,1,1,764.16
1281,242,15,1,937.72
1282,236,20,4,467.18
1283,338,24,1,653.16
1284,121,12,1,835.9
1285,429,38,5,833.3
1286,409,66,3,72.37
1287,278,38,4,664.83
1288,109,40,3,328.59
1289,305,57,1,1375.88
1290,405,66,1,1465.1
1291,224,40,4,456.47
1292,159,27,1,271.03
1293,304,50,3,337.06
1294,214,3,2,721.85
1295,241,60,2,1313.01
1296,210,113,5,755.05
1297,183,48,4,92.53
1298,431,13,4,69.43
1299,277,85,2,348.81
1300,280,16,2,1265.73
1301,392,24,4,936.01
1302,217,18,1,848.81
1303,61,107,2,485.26
1304,512,118,4,1394.84
1305,34,69,4,503.46
1306,344,75,1,1254.07
1307,160,78,4,1344.9
1308,129,74,3,730.17
1309,26,66,2,1342.49
1310,541,119,4,422.44
1311,258,88,5,991.07
1312,206,11,3,141.07
1313,445,48,2,716.16
1314,24,117,2,333.82
1315,339,49,3,103.52
1316,297,25,1,15.55
1317,333,105,3,493.88
1318,75,75,1,888.4
1319,572,68,1,688.29
1320,144,51,3,459.64
1321,408,15,4,1486.89
1322,449,47,5,1409.89
1323,207,53,1,197.22
1324,79,112,2,628.51
1325,179,37,3,976.78
1326,485,18,3,1102.9
1327,544,52,5,555.89
1328,563,120,4,1121.96
1329,136,58,3,194.98
1330,364,46,1,504.4
1331,91,81,1,1077.49
1332,427,78,1,942.27
1333,250,36,4,1257.44
1334,429,117,2,79.82
1335,412,72,2,269.84
1336,596,7,4,82.26
1337,294,49,5,296.25
1338,205,111,3,16.38
1339,317,48,5,761.27
1340,98,69,4,797.19
1341,68,74,4,990.26
1342,312,85,5,583.52
1343,496,105,1,14.78
1344,320,18,4,1014.1
1345,470,63,5,90.89
1346,107,65,5,1300.59
1347,270,19,3,43.75
1348,368,81,4,800.41
1349,209,15,5,1343.43
1350,9,55,5,863.01
1351,45,40,5,916.54
1352,557,19,5,1025.6
1353,364,99,2,192.39
1354,159,30,4,1015.64
1355,156,31,3,1321.73
1356,24,103,5,1461.59
1357,567,106,5,670.15
1358,65,5,5,523.31
1359,456,34,3,1132.43
1360,145,86,3,818.88
1361,202,94,1,393.38
1362,165,120,4,266.52
1363,495,67,3,263.64
1364,20,1,3,694.17
1365,212,105,4,263.49
1366,168,20,5,39.38
1367,164,15,1,87.61
1368,116,81,3,1395.53
1369,548,73,4,118.71
1370,228,8,5,119.04
1371,251,21,4,682.27
1372,232,71,4,375.2
1373,589,31,5,1444.41
1374,204,83,5,1367.37
1375,206,50,4,613.07
1376,197,71,2,678.61
1377,197,57,3,568.92
1378,54,44,4,66.42
1379,363,42,1,446.34
1380,16,84,4,192.78
1381,136,62,3,162.53
1382,122,72,5,845.68
1383,175,70,2,157.16
1384,454,25,5,163.37
1385,360,110,3,725.97
1386,595,68,3,669.0
1387,211,87,4,215.08
1388,558,106,3,16.63
1389,27,111,5,297.53
1390,303,81,1,361.48
1391,480,95,4,1202.37
1392,320,57,5,1374.0
1393,560,89,2,614.86
1394,189,39,2,613.49
1395,20,86,3,1071.6
1396,465,11,4,944.11
1397,41,110,5,284.37
1398,459,30,4,170.46
1399,441,79,4,662.04
1400,507,2,3,851.59
1401,288,19,4,216.67
1402,538,119,2,446.98
1403,102,101,3,465.86
1404,261,27,1,399.33
1405,74,16,1,696.53
1406,461,98,5,983.06
1407,429,119,5,768.99
1408,484,21,3,310.17
1409,459,80,1,163.38
1410,186,35,1,1234.59
1411,41,90,1,724.16
1412,558,51,4,102.59
1413,296,16,2,394.6
1414,57,39,2,1208.01
1415,557,65,5,1130.07
1416,597,96,5,1314.97
1417,268,3,4,907.11
1418,463,115,2,640.13
1419,22,78,3,645.69
1420,56,106,2,299.06
1421,166,112,5,979.69
1422,394,19,1,881.75
1423,81,12,4,240.75
1424,21,94,3,1329.64
1425,402,23,4,559.02
1426,463,18,3,84.11
1427,444,57,1,498.54
1428,480,110,4,1306.09
1429,482,96,4,1376.27
1430,362,63,3,740.69
1431,312,24,2,1434.95
1432,515,41,2,1314.11
1433,209,83,3,1239.59
1434,59,19,2,1290.97
1435,452,63,2,578.99
1436,166,2,2,1137.14
1437,588,40,1,870.24
1438,249,30,5,1082.33
1439,512,82,2,274.9
1440,26,110,1,1099.78
1441,396,18,1,1436.81
1442,269,96,5,460.97
1443,278,79,3,1479.38
1444,160,117,2,573.78
1445,583,110,3,307.59
1446,236,13,1,177.31
1447,511,90,2,1179.59
1448,256,72,2,836.69
1449,29,14,5,467.63
1450,528,31,1,916.59
1451,112,112,3,504.83
1452,163,66,4,678.05
1453,517,41,5,1295.37
1454,537,39,3,1005.57
1455,551,101,2,1145.98
1456,256,35,2,879.41
1457,455,20,2,1487.18
1458,197,69,4,369.7
1459,445,120,2,400.81
1460,302,22,4,147.91
1461,32,31,4,835.49
1462,251,57,5,923.91
1463,281,24,2,1091.68
1464,155,79,5,509.81
1465,225,31,3,28.26
1466,302,16,4,952.02
1467,30,32,4,1498.06
1468,92,112,5,448.88
1469,461,113,3,284.06
1470,212,61,4,429.83
1471,366,49,2,643.87
1472,340,99,3,383.86
1473,331,24,3,526.97
1474,249,79,4,960.93
1475,290,82,4,524.09
1476,495,86,1,600.13
1477,580,27,5,69.65
1478,155,86,4,1377.73
1479,402,74,1,616.26
1480,582,106,5,498.93
1481,5,21,4,138.86
1482,471,74,1,954.93
1483,299,100,3,1297.1
1484,581,34,5,71.32
1485,347,90,2,226.46
1486,503,12,5,228.12
1487,100,87,3,907.39
1488,86,73,2,1382.63
1489,556,24,2,662.27
1490,316,8,3,522.27
1491,336,90,4,1151.1
1492,102,29,5,1116.43
1493,137,60,1,377.67
1494,491,8,5,249.63
1495,182,116,3,543.14
1496,351,66,1,1165.65
1497,190,112,5,1045.64
1498,159,20,2,1002.12
1499,100,25,4,1245.85
1500,558,74,4,422.92
1501,565,73,1,516.13
1502,70,95,2,73.09
1503,212,112,4,1304.43
1504,339,99,2,877.82
1505,230,17,1,454.2
1506,433,38,1,113.43
1507,157,110,5,1087.88
1508,36,66,1,1125.62
1509,203,105,1,1002.61
1510,359,68,3,313.63
1511,109,6,1,1370.69
1512,490,57,4,1132.21
1513,8,99,3,990.06
1514,41,79,4,979.91
1515,306,16,3,1357.49
1516,308,26,4,1393.18
1517,177,103,4,897.5
1518,156,118,3,630.84
1519,42,91,1,551.96
1520,398,12,2,1230.43
1521,228,75,1,970.46
1522,72,100,1,125.13
1523,240,77,2,221.86
1524,563,72,2,1351.28
1525,157,57,1,1327.9
1526,537,30,2,1428.23
1527,156,34,3,647.5
1528,112,90,1,1178.25
1529,157,9,2,1244.06
1530,194,11,1,480.39
1531,73,48,1,226.55
1532,353,93,1,1495.57
1533,201,79,3,55.03
1534,431,71,4,900.03
1535,295,65,4,978.82
1536,266,14,4,1025.87
1537,283,40,4,390.89
1538,94,10,5,1085.15
1539,428,91,2,332.44
1540,63,91,4,1245.27
1541,433,31,5,336.48
1542,600,36,3,1048.09
1543,459,39,5,1177.29
1544,274,107,1,291.53
1545,189,59,5,364.6
1546,524,92,3,1170.86
1547,155,54,2,138.14
1548,290,84,1,294.23
1549,463,64,4,688.74
1550,554,34,3,1395.97
1551,553,106,2,847.2
1552,53,86,2,587.64
1553,539,93,5,1467.77
1554,69,114,3,700.93
1555,351,30,1,656.27
1556,558,11,2,623.35
1557,393,70,1,475.15
1558,569,40,4,495.29
1559,207,53,5,1034.88
1560,189,29,5,70.85
1561,196,48,4,1025.91
1562,214,48,4,309.79
1563,410,43,3,582.47
1564,272,90,4,228.34
1565,443,72,1,833.6
1566,250,57,3,1096.73
1567,185,14,3,538.44
1568,115,69,1,253.49
1569,331,22,3,347.49
1570,540,38,4,1228.99
1571,516,50,2,408.8
1572,152,17,3,1164.31
1573,287,47,2,503.49
1574,424,33,2,291.21
1575,368,102,1,1093.69
1576,41,104,2,708.13
1577,355,1,5,56.6
1578,24,73,5,1440.31
1579,70,77,4,230.15
1580,393,46,4,536.58
1581,62,57,4,583.34
1582,204,95,3,739.25
1583,354,46,3,1180.31
1584,394,8,4,19.07
1585,268,45,4,1399.38
1586,57,31,3,972.52
1587,480,46,3,1426.47
1588,570,28,3,1227.91
1589,534,18,2,1392.48
1590,450,119,2,905.49
1591,242,16,1,542.39
1592,526,85,3,669.94
1593,293,87,4,990.47
1594,82,75,4,646.13
1595,511,110,5,1100.19
1596,193,1,1,146.85
1597,564,37,4,1246.68
1598,222,23,4,314.24
1599,522,70,3,1416.48
1600,323,77,2,241.76
